Id,title,rating
11885,Sanctuary,3.64
11886,Dearly Devoted Dexter,3.84
11887,Lud-in-the-Mist,3.86
11888,Shadows Return,3.99
11889,Lace,3.81
11890,The Unwritten Rule,3.65
11891,The Winds of Winter,4.4
11892,Vampire Trinity,4.4
11893,The Most Beautiful Woman in Town & Other Stories,3.99
11894,Anything But Typical,3.87
11895,Chocolicious,3.54
11896,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,4.19
11897,The Citadel of the Autarch,4.21
11898,Through Violet Eyes,3.96
11899,Who's That Girl?,3.65
11900,Camille,3.69
11901,"Hana-Kimi: For You in Full Blossom, Vol. 1",4.15
11902,Belgarath the Sorcerer,4.08
11903,The Bourne Supremacy,4.11
11904,Charlie Bone and the Time Twister,3.89
11905,Elric of Melniboné,3.89
11906,The Manual of Detection,3.58
11907,Courting Morrow Little,4.2
11908,Le château de ma mère,4.04
11909,Belly Up,4.19
11910,"Bone, Vol. 2: The Great Cow Race",4.27
11911,The Sacrifice,3.79
11912,The Circle trilogy,4.43
11913,"The Vampire Diaries, Volumes 1-4",3.99
11914,Iron's Prophecy,4.19
11915,"Bearing the Cross: Martin Luther King, JR., and the Southern Christian Leadership Conference",4.31
11916,Angel of Darkness,3.77
11917,Colors of the Mountain,3.96
11918,Η μεγάλη χίμαιρα,4.34
11919,The Black Island,3.98
11920,Fourth Protocol,4.01
11921,Dirty,3.84
11922,The Composer is Dead,4.16
11923,The End,4.32
11924,Grace,4.14
11925,The Young Lions,4.17
11926,Grace Abounding to the Chief of Sinners,4.13
11927,Destiny Rising,3.8
11928,Secrets of the Demon,4.08
11929,بیوتن,3.56
11930,"The World's Strongest Librarian: A Memoir of Tourette's, Faith, Strength, and the Power of Family",3.78
11931,99 Cahaya di Langit Eropa: Perjalanan Menapak Jejak Islam di Eropa,4.21
11932,Basic Economics: A Citizen's Guide to the Economy,4.3
11933,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",4.16
11934,Sparkling Cyanide,3.86
11935,মালাকাইটের ঝাঁপি,4.26
11936,Orphans of the Sky,3.8
11937,బారిష్టర్ పార్వతీశం [Barrister Parvateesam],4.33
11938,Tao of Jeet Kune Do,4.35
11939,Dangerous Boys,3.71
11940,Saving June,3.96
11941,Never Been Kissed,3.9
11942,"Pídeme lo que quieras, o déjame",3.93
11943,The Effective Executive: The Definitive Guide to Getting the Right Things Done,4.06
11944,A Monster Calls,4.37
11945,Unravel Me,4.27
11946,Escape From Warsaw,3.99
11947,White Knight Dom Academy,4.67
11948,Les Guerriers du silence,4.11
11949,The Cry of the Icemark,4.11
11950,The White Masai,3.42
11951,Damaged 2,4.13
11952,Devlet Ana,4.2
11953,Bang,4.22
11954,"A Dance to the Music of Time, Complete Set: 1st Movement, 2nd Movement, 3rd Movement, 4th Movement",4.46
11955,Die Pforte des Magiers,4.25
11956,The Leveller,3.66
11957,The Odyssey,3.74
11958,Crown of Midnight,4.47
11959,Redwall,4.12
11960,To Kill a Mockingbird,4.27
11961,Les Âmes vagabondes,3.84
11962,Geekerella,4.05
11963,All the President's Men,4.18
11964,The Probability Broach,3.83
11965,The I-5 Killer,4
11966,"Fame, Glory, and Other Things on My To Do List",3.87
11967,Gap Creek,3.72
11968,Saga,4
11969,Camber of Culdi,3.89
11970,"Click, Clack, Moo: Cows That Type",4.24
11971,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",4.12
11972,God Loves Fun,4.59
11973,الواجهة,4.01
11974,Betsy Was a Junior,4.17
11975,King Hereafter,4.26
11976,Warriors: Ravenpaw's Path #2: A Clan in Need,4.23
11977,Only His,4
11978,Wheat that Springeth Green,3.83
11979,The Federalist Papers,4.06
11980,Retribution,4.07
11981,Be Careful What You Wish For,3.76
11982,Magic Hour,4.11
11983,Forbidden Nights with a Vampire,4.26
11984,Die rote Zora und ihre Bande,4.13
11985,Skin,3.8
11986,The Idea of India,3.8
11987,"JLA, Vol. 7: Tower of Babel",4.11
11988,Fire Burn and Cauldron Bubble,3.85
11989,These Things Hidden,3.86
11990,Big Bad Beast,4.36
11991,Beachcombing at Miramar: The Quest for an Authentic Life,4.08
11992,Tender Morsels,3.57
11993,"Becca Fitzpatrick Collection: Hush, Hush & Crescendo",4.53
11994,Vampire Instinct,4.27
11995,Now You See Me,4
11996,Love Letters,3.6
11997,சிவகாமியின் சபதம் [Sivagamiyin Sabatham],4.39
11998,Beggars in Spain,3.94
11999,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,4.43
12000,The Girl in the Mirror,4.07
12001,Unseen Academicals,3.99
12002,Les Contemplations,4.11
12003,This Is All I Ask,4.27
12004,Kabul Beauty School: An American Woman Goes Behind the Veil,3.65
12005,Love's Reckoning,4.22
12006,Moonglow,3.99
12007,Infinitely Yours,3.95
12008,A Stir of Echoes,3.89
12009,Heroes of the Valley,3.44
12010,Always and Forever,4.14
12011,4.48 Psychosis,4.21
12012,Juliette,3.68
12013,Official Book Club Selection: A Memoir According to Kathy Griffin,3.79
12014,The End Has Come and Gone,4.35
12015,Alive In A Dead World,4.33
12016,Kate's Song,4.11
12017,Wit,4.21
12018,Two Little Savages,4.38
12019,Taking Shots,3.93
12020,Aleph,3.37
12021,Two Brothers,4.31
12022,Usher's Passing,3.9
12023,Torment of Shadows,4.08
12024,The Vintner's Luck,3.88
12025,The Art of Life,4.16
12026,The Partly Cloudy Patriot,3.88
12027,"Destiny, Freedom, and the Soul: What Is the Meaning of Life?",4.15
12028,No Name,3.91
12029,Bodas de odio,3.8
12030,Downpour,3.92
12031,Possession,4.02
12032,People of the Wolf,3.88
12033,Ghosts & Echoes,3.65
12034,Live Wire,4.07
12035,Faking Normal,4.11
12036,Kiss,3.79
12037,The Citadel,4.15
12038,Hot Head,4.07
12039,The Starbirth Assignment: Transmutes,4.55
12040,The Wall and the Wing,4.05
12041,My Heart and Other Black Holes,4.01
12042,The Singularity is Near: When Humans Transcend Biology,3.94
12043,The Dark Age,3.93
12044,Angela's Ashes,4.09
12045,Time's Edge,4.06
12046,Time's Divide,4.07
12047,One Crazy Summer,3.97
12048,The Wrong Side of Right,3.97
12049,Fejtől s lábtól - Kettő orvos Erdélyben,4.52
12050,Yüzyıllık Yalnızlık,4.05
12051,Armada,3.51
12052,Two Summers,3.86
12053,White Knight Dom Academy 2nd Semester,4.59
12054,Shadows of Self,4.3
12055,Beautiful Darkness,3.86
12056,Across the Ocean,4.18
12057,Depression & Other Magic Tricks,3.85
12058,Conversations With the Fat Girl,3.67
12059,The Opposite of Chocolate,3.29
12060,The Jackrabbit Factor: Why You Can,4.14
12061,DragonKnight,4.19
12062,Coasting: A Private Voyage,3.89
12063,The Book of Ti'ana,4.1
12064,Shadow Over Kiriath,4.27
12065,Linda Goodman's Sun Signs,4.11
12066,Kabale und Liebe,3.24
12067,Warriors: Ravenpaw's Path #3: The Heart of a Warrior,4.26
12068,God in Search of Man: A Philosophy of Judaism,4.34
12069,Bellwether,3.93
12070,"Bleach, Volume 03",4.31
12071,At the Back of the North Wind,3.96
12072,Market Forces,3.58
12073,Catalyst,3.61
12074,The Naked Ape: A Zoologist's Study of the Human Animal,3.95
12075,Bagaikan Puteri,4.48
12076,Holding the Dream,4.03
12077,The Demon's Covenant,4.03
12078,Horseradish,4.03
12079,Skeletons at the Feast,4
12080,Dark Symphony,4.16
12081,"Vampire Knight, Vol. 13",4.31
12082,Means of Ascent,4.22
12083,Enchanted Glass,3.86
12084,First Things First,4.08
12085,The Night of Wishes,4.11
12086,"The Complete Stories, Vol 1",4.35
12087,The White Road,3.96
12088,Parable of the Talents,4.23
12089,Heroes 'Til Curfew,4.07
12090,Le Concile de pierre,3.55
12091,The Edge Chronicles 3: The Clash of the Sky Galleons: Third Book of Quint,4.23
12092,The Pioneer Woman: Black Heels to Tractor Wheels,3.81
12093,شكلها باظت,3.51
12094,Ghazals of Ghalib,4.34
12095,Nancy Drew: #1-64,4.2
12096,Nightmare Academy,3.91
12097,Balzac and the Little Chinese Seamstress,3.63
12098,Avatar Volume 5: The Last Airbender,4.58
12099,The Spell,3.98
12100,Princess for Hire,3.87
12101,Lord of Vengeance,3.77
12102,After Many a Summer Dies the Swan,3.75
12103,Because of Anya,3.92
12104,Unholy Night,3.83
12105,The Black Corridor,3.48
12106,House at the End of the Street,3.55
12107,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,4.12
12108,Raffles: The Amateur Cracksman,3.59
12109,Blackbringer,4.06
12110,The Red Sea Sharks,3.98
12111,Seeds of Rebellion,4.27
12112,Kill Me Softly,3.71
12113,Eve & Adam,3.56
12114,The Enormous Room,3.76
12115,Sisters,3.83
12116,Prince of Dogs,3.89
12117,A Plague Upon Your Family,4.27
12118,'Till Death Do Us Part,4.46
12119,"Start: Punch Fear in the Face, Escape Average and Do Work that Matters",4.01
12120,The Hero's Lot,4.33
12121,Native Realm: A Search for Self-Definition,4.07
12122,The Knight Templar,4.14
12123,Nullpunkt,3.73
12124,The October Horse: A Novel of Caesar and Cleopatra,4.28
12125,Sacrifice,4.04
12126,The Social Contract,3.75
12127,The Case of the Cryptic Crinoline,4.07
12128,The Innocence of Father Brown,3.85
12129,المرتد,4.14
12130,Cocaine,3.86
12131,Never Love a Highlander,4.24
12132,Enders,3.73
12133,All You Zombies,4.07
12134,Books of Blood: Volume One,4.02
12135,Abundance: The Future Is Better Than You Think,4.11
12136,The Fear,4.37
12137,The Secret Daily Teachings,4.3
12138,Clariel: The Lost Abhorsen,3.8
12139,Vanquish,4.22
12140,Half Girlfriend,3.15
12141,The Time of the Fireflies,4.13
12142,Almost Broken,4.43
12143,If I Break,4.11
12144,Mistress of the Revolution,3.9
12145,La música del silencio,3.91
12146,Echo,4.28
12147,Citizen: An American Lyric,4.29
12148,Octavia's Brood: Science Fiction Stories from Social Justice Movements,3.95
12149,பொன்னியின் செல்வன் - புது வெள்ளம் (#1) [Ponniyin Selvan - The First Floods],4.65
12150,"Twisted (Sinister Tales, #2)",4.86
12151,My Bestfriend's Brother,3.53
12152,"Searching for Sunday: Loving, Leaving, and Finding the Church",4.12
12153,Anna and the French Kiss,4.04
12154,Every Exquisite Thing,3.66
12155,A Divided Spy,3.98
12156,Blink and You Die,4.68
12157,Finders Keepers,4.04
12158,Pan Tadeusz,3.34
12159,The Bazaar of Bad Dreams,3.92
12160,The Little Prince,4.29
12161,The Rooster Bar,3.7
12162,Cien años de soledad,4.05
12163,Say You're Sorry,4
12164,Idoru,3.79
12165,The Giant Under the Snow,3.67
12166,The End of the Alphabet,3.5
12167,Cosmic Banditos,4.16
12168,Absent In The Spring,4.14
12169,The Best Short Stories of Edgar Allan Poe,4.23
12170,"Green Grass, Running Water",4.02
12171,Ecology of a Cracker Childhood,3.91
12172,Platero Y Yo,3.77
12173,Spellsinger,3.86
12174,The Manufacture of Madness,3.99
12175,Tales of the Cthulhu Mythos,4.2
12176,A Lion Among Men,3.3
12177,Ten Days to D-Day: Citizens and Soldiers on the Eve of the Invasion,3.91
12178,Teachings of the Prophet Joseph Smith,4.48
12179,Morningstar,4.14
12180,Academy 7,3.81
12181,Telling Christina Goodbye,4.16
12182,Running in Heels,3.53
12183,The Silver Hand,4.23
12184,Le K,3.97
12185,Walkers,3.91
12186,Diary of a Wimpy Vampire,3.62
12187,A Spy in the House,3.77
12188,Murder Is Easy,3.74
12189,Twice as Hot,4.18
12190,Wolf Island,4.22
12191,X-Men: Days of Future Past,4.12
12192,How to Stop Worrying and Start Living,4.1
12193,A Time of Exile,4
12194,Prince of Thieves,3.94
12195,The Shadow and the Star,4.01
12196,The Unwanted: A Memoir of Childhood,4.27
12197,Miss Match,3.93
12198,Groundwork of the Metaphysics of Morals,3.8
12199,Urdu Ki Akhri Kitaab / اردو کی آخری کتاب,4.35
12200,The Mill River Recluse,3.57
12201,Buntschatten und Fledermäuse. Mein Leben in einer anderen Welt,4.38
12202,Little Girl Gone,3.7
12203,The Betrayal of Natalie Hargrove,3.2
12204,Lying Season,4.48
12205,Breaking the Silence,4.17
12206,Soul Screamers Volume One,4.2
12207,A Fortunate Life,4.15
12208,Delia's Complete Cookery Course,4.33
12209,Life After Death,3.93
12210,"The Prize: The Epic Quest for Oil, Money, and Power",4.41
12211,The Sorrow of War: A Novel of North Vietnam,4.01
12212,On the Edge of the Dark Sea of Darkness,4.26
12213,বহুব্রীহি,4.23
12214,The Reckoning,4.05
12215,Sins & Needles,3.96
12216,Thousand Cranes,3.76
12217,Meet Me at the Cupcake Café,3.86
12218,Heartbeat,3.79
12219,Breathe into Me,3.85
12220,Incarnate,3.73
12221,Spalovač mrtvol,4.13
12222,The Rocker That Savors Me,4.25
12223,"Regarding the Fountain: A Tale, in Letters, of Liars and Leaks",4.2
12224,I Stand Before You,3.65
12225,Liebe geht durch alle Zeiten,4.49
12226,The Old Man Who Read Love Stories,3.88
12227,New England Witch Chronicles Boxed Set,4.36
12228,The Street Sweeper,4.14
12229,Bound to You: Volume 2,4.09
12230,The Ex Games,3.7
12231,Red Harvest,3.48
12232,Control,4.25
12233,Matter,4.05
12234,الرباط المقدس,3.75
12235,Los tres nombres del lobo,4.43
12236,A Midsummer Night's Scream,2.85
12237,Darconville’s Cat,4.26
12238,Pages for You,3.94
12239,Incandescent,4.12
12240,زغازيغ,3.56
12241,All My Puny Sorrows,3.94
12242,Le Livre de Perle,3.99
12243,The Valley of Amazement,3.62
12244,Steve Jobs: The Man Who Thought Different,3.95
12245,Aflame,4.28
12246,Antichrista,3.33
12247,Oyasumi Punpun,4.71
12248,How to Be a Pirate,4.07
12249,Captive Prince: Volume Two,4.47
12250,The Devil Tree,3.57
12251,Sleep Tight,4
12252,Nearly Gone,3.97
12253,"The Valentine Date: Long Distance, Billionaires and Former Bad Boy's Collection",4.73
12254,Ghost Stories of an Antiquary,4.1
12255,Fall of Heroes,4.39
12256,Everyday Sexism,4.38
12257,Fangirl,4.1
12258,دا,3.67
12259,Every Living Thing,4.44
12260,Shoe Addicts Anonymous,3.57
12261,The Key to Life Is...Balance: Weekly Om's to Help You Find Balance,3
12262,The Killing,4.14
12263,"The Perfect King: The Life of Edward III, Father of the English Nation",4.16
12264,Without a Trace,4.11
12265,"Eyeshield 21, Vol. 1: The Boy With the Golden Legs",4.3
12266,The Book of Ruth,3.83
12267,A Faint Cold Fear,4.11
12268,The Spell Book of Listen Taylor,3.54
12269,The Autobiography of a Tibetan Monk,4.37
12270,The Day I Swapped My Dad for Two Goldfish,4.03
12271,Tick Tock,4.04
12272,The Homeward Bounders,3.92
12273,Once Was Lost,3.7
12274,Graveminder,3.48
12275,Warrior's Cross,3.96
12276,Beloved Vampire,4.31
12277,Laney,4.02
12278,Garis Batas: Perjalanan di Negeri-Negeri Asia Tengah,4.22
12279,Tell Me Lies,3.71
12280,Mistress of the Empire,4.3
12281,Airel: The Awakening,3.43
12282,Unbowed: A Memoir,4.05
12283,The Last Train from Hiroshima: The Survivors Look Back,4.09
12284,Ademloos,4.16
12285,Waking Rose,4.39
12286,Fearscape,4.17
12287,The Watch That Ends the Night,4.12
12288,The Ghost of Crutchfield Hall,3.99
12289,Tears of the Broken,4.05
12290,Dear Enemy,3.85
12291,Something like Normal,3.81
12292,Without Due Process,4.08
12293,Requiem for a Wren,3.97
12294,The Wind on Fire Trilogy: The Wind Singer/Slaves of the Mastery/Firesong,4.36
12295,Starclimber,4.21
12296,Day by Day Armageddon,4
12297,The Burning Stone,3.83
12298,The Rozabal Line,3.28
12299,Marked / Betrayed / Chosen / Untamed / Hunted,4.44
12300,Burlian,4.16
12301,A Muralha de Gelo,4.46
12302,El libro de la sacerdotisa,4.27
12303,هي.. هكذا: كيف نفهم الأشياء من حولنا,3.96
12304,On Basilisk Station,4.12
12305,I Married a Communist,3.8
12306,"Soul Eater, Vol. 01",4.29
12307,House of Secrets,3.8
12308,The Fallen,4.44
12309,The Training,4.02
12310,The Group,3.67
12311,Taint,3.83
12312,MacRieve,4.3
12313,Dear Killer,3.48
12314,Remember Me,4.33
12315,The Perfectionists,3.85
12316,Kingdom of the Golden Dragon,3.83
12317,Beautifully Broken,4.39
12318,Before I Break,4.27
12319,If I Should Die,4.21
12320,First Year,3.94
12321,Nobody Nowhere: The Extraordinary Autobiography of an Autistic Girl,3.93
12322,Disgrace,3.84
12323,The Last Unicorn,4.18
12324,"Demented (Sinister Tales, #1)",4.83
12325,The One,4.21
12326,Order 66:,4.25
12327,I Funny: A Middle School Story,4.14
12328,Homecoming,3.71
12329,Yellow Brick War,3.82
12330,Killer Frost,4.21
12331,La verdad sobre el caso Savolta,3.82
12332,La metamorfosis,3.8
12333,The Fault in Our Stars,4.24
12334,The Diabolic,4.07
12335,If I Was Your Girl,4.01
12336,Where One Goes,4.44
12337,The Big Short: Inside the Doomsday Machine,4.27
12338,Mischling,3.86
12339,El nombre de la rosa,4.12
12340,Tidal Mist,4.24
12341,Deryni Rising,3.95
12342,The New Left: The Anti-Industrial Revolution,3.96
12343,A Rose for Her Grave and Other True Cases,3.99
12344,Cover-Up: Mystery at the Super Bowl,4.14
12345,Expanded Universe,3.93
12346,Divine Madness,4.19
12347,All That Matters,3.38
12348,Mercury's War,4.37
12349,Love Poems,4.28
12350,Nice Work,3.82
12351,"Rich Man, Poor Man",4.16
12352,The Inheritors,3.55
12353,Homicide: A Year on the Killing Streets,4.38
12354,The Bogleheads' Guide to Investing,4.25
12355,The Haunted Mask,3.79
12356,Geef me de ruimte!,4.09
12357,Temple,4.05
12358,Waves,3.56
12359,"Collected Poems, 1947-1980",4.18
12360,The Books of the South,4.25
12361,A Mermaid's Ransom,3.99
12362,The Garden of Eve,3.94
12363,Soccer in Sun and Shadow,4.16
12364,Vampire Destiny Trilogy,4.35
12365,Someone to Watch Over Me,3.87
12366,The Edge Chronicles 1: The  Curse of the Gloamglozer: First Book of Quint,4.09
12367,The Girl In Times Square,3.88
12368,Alcools,4.05
12369,In the Night Kitchen,4.05
12370,Black Swan Rising,3.46
12371,عودة الروح,3.91
12372,Stuk,3.39
12373,Math Curse,4.17
12374,Undead,3.9
12375,The Legend of Drizzt: The Collected Stories,4.16
12376,Every Second Counts,3.51
12377,Luncheon of the Boating Party,3.67
12378,Darwin's Radio,3.69
12379,"The Secret Teachings of All Ages: An Encyclopedic Outline of Masonic, Hermetic, Qabbalistic and Rosicrucian Symbolical Philosophy",4.4
12380,The Heart's Ashes,4.36
12381,Heartsnatcher,3.98
12382,Old Magic,3.93
12383,I Heart Paris,3.98
12384,Darkness Breaks,4.13
12385,A Land More Kind Than Home,3.85
12386,Justine,3.91
12387,A Note of Madness,3.94
12388,Blood Moon,4.17
12389,Joni: An Unforgettable Story,4.24
12390,Babe: The Gallant Pig,4.06
12391,The Consolation of Philosophy,3.97
12392,Shadows in Bronze,4.03
12393,Princess of the Damned,3.84
12394,Tempted,4.28
12395,A Wanted Man,4.01
12396,Paris 1919: Six Months That Changed the World,4.07
12397,Chasing Harry Winston,3.33
12398,Morgawr,3.97
12399,Push Girl,4
12400,Min kamp 2,4.32
12401,The Island Stallion,4.1
12402,"Mees, kes teadis ussisõnu",4.18
12403,لقاء مع كاتب رعب,3.48
12404,Keep Me Still,4.04
12405,The Master of Petersburg,3.63
12406,God's Own Land,4.32
12407,Stillness Speaks,4.32
12408,Een storm van zwaarden: Staal en sneeuw,4.49
12409,Siyah Damar,4.11
12410,Skinhead... The Life I Chose: Memoirs of a Real Skin,4.16
12411,O Primo Basílio,3.87
12412,Manhattan Transfer,3.69
12413,The End of Alice,3.61
12414,Dorothy Must Die: Stories,3.88
12415,The Silver Linings Playbook,4
12416,To Darkness Fled,4.19
12417,A Natural History of Dragons,3.82
12418,کمونیسم رفت، ما ماندیم و حتی خندیدیم,4.03
12419,The Shrine,3.81
12420,The Scar (A Faking Delinquency bonus chapter),4.46
12421,Suicide Notes from Beautiful Girls,3.47
